file,seed,result,objective,time,steps,intervals,T,maxT,mean_tau,max_tau,min_tau,std_tau,buffer_cost,real_objective,cplex_x_1_objective,cplex_x_1_real_objective,cplex_x_1_time,cplex_x_1_relative_objective,cplex_x_1_real_relative_objective,cplex_x_1_relative_time,cplex_x_10_objective,cplex_x_10_real_objective,cplex_x_10_time,cplex_x_10_relative_objective,cplex_x_10_real_relative_objective,cplex_x_10_relative_time,cplex_x_100_objective,cplex_x_100_real_objective,cplex_x_100_time,cplex_x_100_relative_objective,cplex_x_100_real_relative_objective,cplex_x_100_relative_time,cplex_x_1000_objective,cplex_x_1000_real_objective,cplex_x_1000_time,cplex_x_1000_relative_objective,cplex_x_1000_real_relative_objective,cplex_x_1000_relative_time,cplex_1_objective,cplex_1_real_objective,cplex_1_time,cplex_1_relative_objective,cplex_1_real_relative_objective,cplex_1_relative_time,cplex_10_objective,cplex_10_real_objective,cplex_10_time,cplex_10_relative_objective,cplex_10_real_relative_objective,cplex_10_relative_time,cplex_100_objective,cplex_100_real_objective,cplex_100_time,cplex_100_relative_objective,cplex_100_real_relative_objective,cplex_100_relative_time,cplex_1000_objective,cplex_1000_real_objective,cplex_1000_time,cplex_1000_relative_objective,cplex_1000_real_relative_objective,cplex_1000_relative_time
MCQN_K200_I20_T100_alpr1_cs2_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.2_seed1000_data.dat,1000,0,35330.617447894954,1.5840880870819092,972,307,100.0,inf,0.3257328990228013,52.00729549900836,9.771950967716122e-06,3.0729088186071296,35641.89902949614,311.2815816011862,30447.01376893963,5194.8852605565135,0.16202259063720703,0.13822582314497023,15.688701059133649,0.10228130112112209,34975.512159072874,666.3868704232683,1.0014150142669678,0.010050922244588164,1.1407847743367059,0.6321712930192543,35317.245822306206,324.65320718993314,12.18453574180603,0.00037847132472188514,0.04295668738241851,7.691829666020333,35330.183848733446,311.7151807626966,181.95017766952515,1.2272617713230747e-05,0.0013929483372580069,114.86114891798752,30447.013768939614,5194.885260556526,0.10936522483825684,0.1382258231449706,15.68870105913369,0.06903986320591643,34975.51215907278,666.386870423361,0.9029393196105957,0.010050922244590787,1.1407847743370036,0.5700057509263416,35317.24582230609,324.65320719005103,10.779859066009521,0.000378471324725222,0.04295668738279724,6.805088147507874,35330.183848736066,311.7151807600749,171.06037497520447,1.2272617639025076e-05,0.0013929483288356256,107.98665577387135
MCQN_K200_I20_T1000_alpr1_cs2_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.2_seed1000_data.dat,1000,0,2628799.274467835,1.6717967987060547,972,307,1000.0,inf,3.257328990228013,952.0072954990085,9.771950967716122e-06,54.24300811036558,2629110.556049442,311.2815816067159,2577161.703443877,51948.85260556513,0.10938072204589844,0.019643025439594182,165.88701058837182,0.065427043603958,2623915.6707888856,5194.8852605565135,0.9881844520568848,0.0018577316748302956,15.688701058837184,0.5910912455519263,2628444.1691790186,666.3868704232679,10.890227556228638,0.0001350826943180887,1.1407847742986748,6.514085662000016,2628785.902842252,324.65320718993325,138.5916178226471,5.086590563642118e-06,0.04295668736389138,82.89979854604034,2577161.703443876,51948.85260556592,0.09374094009399414,0.01964302543959448,165.88701058837435,0.056071970090233576,2623915.6707889233,5194.88526051864,0.9042346477508545,0.0018577316748158886,15.688701058715516,0.5408759296887746,2628444.1691790186,666.3868704233319,9.801376104354858,0.00013508269431811303,1.1407847742988804,5.862779562648388,2628785.902842293,324.65320714889094,153.2450098991394,5.0865905480295485e-06,0.04295668723204191,91.66485425606074
MCQN_K200_I20_T10000_alpr1_cs2_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.2_seed1000_data.dat,1000,0,253559950.85436022,1.5839853286743164,972,307,10000.0,inf,32.57328990228012,9952.007295499008,9.771950967716122e-06,567.0569287471034,253560262.13594246,311.28158223629,253040773.6098868,519488.52605565137,0.10936498641967773,0.002047552236558131,1667.8701025083908,0.06904419153377417,253508313.2833369,51948.85260556513,0.971489667892456,0.00020365034323968786,165.88701025083907,0.6133198649671359,253555067.2506819,5194.8852605565135,10.73940396308899,1.9260153907843547e-05,15.688701025083908,6.7799895419972795,253559595.74907205,666.3868704232677,133.65420508384705,1.400478612613958e-06,1.1407847699688887,84.37843625465025,253040773.60988712,519488.526055336,0.09373950958251953,0.002047552236556887,1667.8701025073779,0.05917953145498694,253508313.2833389,51948.852603554726,0.9041769504547119,0.00020365034323175914,165.8870102443806,0.5708240689397319,253555067.2506843,5194.885258167982,9.644010305404663,1.9260153898423558e-05,15.68870101741069,6.088446736735887,253559595.7490777,666.3868647515774,153.81130862236023,1.4004785902457158e-06,1.140784751748439,97.10399827445966
MCQN_K400_I40_T100_alpr1_cs2_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.2_seed1000_data.dat,1000,0,67876.91892830457,5.067995548248291,1855,536,100.0,124.52555167674183,0.18656716417910452,21.041923837492746,5.824103220382526e-07,1.357474376903021,68709.52165147579,832.6027231712214,58452.730442088505,10256.79120938729,0.4062206745147705,0.13884231392662985,11.318949871219699,0.08015411036719974,67169.42186782404,1540.0997836517558,6.590262174606323,0.010423234755658733,0.8497414682789122,1.300368580016648,67849.60305675869,859.9185947170998,98.26123142242432,0.0004024324023123524,0.03280780951789056,19.38857887442057,67876.14679234796,833.3748591278222,2267.4193794727325,1.137553042760163e-05,0.0009273762084993698,447.39963914460157,58452.7304420883,10256.791209387491,0.49996519088745117,0.13884231392663285,11.318949871219942,0.09865146607326043,67169.42186782423,1540.0997836515598,6.147778749465942,0.010423234755655847,0.8497414682786768,1.2130592244878489,67849.60305675854,859.9185947172518,96.755295753479,0.0004024324023145918,0.03280780951807311,19.0914326645219,67876.14679234734,833.374859128453,1937.933233499527,1.1375530436893958e-05,0.0009273762092569154,382.3865303451888
MCQN_K400_I40_T1000_alpr1_cs2_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.2_seed1000_data.dat,1000,0,5047223.311064018,5.3039140701293945,1859,540,1000.0,inf,1.8518518518518516,471.3198810341041,5.824103220382526e-07,23.966281606667767,5050980.026748757,3756.7156847389415,4947762.185851176,103217.84089758032,0.4530966281890869,0.019706107513573382,26.475552998829894,0.08542684179987727,5037789.270808497,13190.755940259796,6.52062201499939,0.0018691545180575815,2.5112468036495654,1.2293981253810757,5046515.703493359,4464.323255398077,80.62177395820618,0.00014019739707335496,0.18835803133403958,15.200429888608532,5047195.994149947,3784.0325988102304,1323.1496939659119,5.4122657920459975e-06,0.007271488279578763,249.46665358280063,4947762.185851137,103217.84089761972,0.5604038238525391,0.019706107513581192,26.47555299884038,0.10565854130417075,5037789.270808471,13190.755940285511,6.312231779098511,0.0018691545180626763,2.51124680365641,1.190108228684881,5046515.703493383,4464.323255374096,91.81449055671692,0.00014019739706860372,0.18835803132765616,17.310704763072643,5047195.994149899,3784.032598857768,1503.535020828247,5.412265801464536e-06,0.00727148829223276,283.47650451123667
MCQN_K400_I40_T10000_alpr1_cs2_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.2_seed1000_data.dat,1000,0,486764440.2123923,5.7515130043029785,1859,540,10000.0,inf,18.51851851851852,9471.319881034107,5.824103220382526e-07,407.36413585678787,486898281.2908875,133841.07849520445,485763730.25405556,1134551.0368319023,0.4687070846557617,0.002055840311383579,7.47685217115576,0.08149283228693038,486664979.0871618,233302.2037256998,6.54756498336792,0.00020433112407943564,0.7431285398231385,1.1384074031423344,486755006.1721191,143275.1187684036,79.04289937019348,1.9381120504782042e-05,0.07048688175011361,13.742974989547577,486763732.604804,134548.68608351785,1075.1409237384796,1.4536961410012812e-06,0.0052869238373535465,186.9318426184755,485763730.25405335,1134551.0368341208,0.5291433334350586,0.002055840311388136,7.476852171172335,0.09200071929580642,486664979.0871595,233302.2037279606,6.582659006118774,0.00020433112408408015,0.7431285398400301,1.1445091058985655,486755006.1721166,143275.1187708974,80.23246145248413,1.9381120509905243e-05,0.07048688176874608,13.949800929330845,486763732.6048253,134548.68606215715,1283.531268119812,1.453696097118252e-06,0.0052869236777560715,223.1641078025107
MCQN_K600_I60_T100_alpr1_cs2_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.2_seed1000_data.dat,1000,0,104967.81317525875,13.439545154571533,3307,776,100.0,101.69722973866283,0.12886597938144329,18.877461348574087,2.9953030783901822e-06,0.9240198920841713,107184.44446106484,2216.6312858060846,91487.03067550193,15697.413785562909,1.036165475845337,0.12842777316174753,6.081653085959443,0.07709825473467602,103944.49720374409,3239.94725732075,19.59219241142273,0.009748854820916324,0.4616536715273029,1.4578017474615457,104926.55502113176,2257.889439933074,273.3799865245819,0.00039305528884461783,0.01861299819739103,20.341461216162532,104966.80412189153,2217.640339173304,6930.796310663223,9.612978842708747e-06,0.00045521931124969283,515.7017020256579,91487.03067550146,15697.413785563374,1.234299898147583,0.12842777316175197,6.081653085959654,0.0918408981815675,103944.4972037429,3239.947257321939,18.565687894821167,0.009748854820927653,0.46165367152783937,1.381422338426829,104926.55502112955,2257.8894399352866,271.3742263317108,0.0003930552888656986,0.0186129981983893,20.192218055787507,104966.80412189086,2217.640339173973,7383.323585271835,9.612978849085827e-06,0.00045521931155167723,549.3730256756761
MCQN_K600_I60_T1000_alpr1_cs2_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.2_seed1000_data.dat,1000,0,7989723.58581545,14.221186637878418,3313,782,1000.0,4095.833235312901,1.2787723785166238,329.0295850908468,2.9953030784389595e-06,17.01227440983664,8008754.726769946,19031.140954495408,7844543.136255752,164211.59051419326,1.138312578201294,0.018170897653761623,7.628573079608467,0.08004343147915487,7976212.638703995,32542.08806595018,19.802598476409912,0.0016910406181562306,0.7099388914075228,1.3924715975293716,7988699.948945098,20054.77782484756,288.4301657676697,0.00012811918451965774,0.053787467225413756,20.281722834536893,7989682.324545765,19072.40222418063,5786.257959604263,5.1642925117554885e-06,0.002168092274860509,406.8758892589489,7844543.1362556955,164211.5905142501,1.314537525177002,0.018170897653768735,7.628573079611454,0.09243515036049837,7976212.638703696,32542.088066249155,18.960422039031982,0.0016910406181936503,0.7099388914232324,1.3332517547115594,7988699.948944961,20054.777824984863,299.70836186408997,0.0001281191845368429,0.053787467232628484,21.074778743555104,7989682.3245456405,19072.402224305086,4865.008810043335,5.164292527332405e-06,0.002168092281400067,342.09584150209275
MCQN_K600_I60_T10000_alpr1_cs2_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.2_seed1000_data.dat,1000,0,772699184.3712645,14.11387586593628,3314,783,10000.0,inf,12.77139208173691,5904.16676468709,2.9953030784389595e-06,243.90527278251474,773778575.4836291,1079391.1123646498,771230243.059492,2548332.424137095,1.087419033050537,0.0019010519766080821,1.3608980979604306,0.07704609586903154,772553997.5039027,1224577.9797264426,20.31203866004944,0.000187895717115231,0.13450811823318448,1.4391538407300557,772685673.3945552,1092902.0890738457,270.88900542259216,1.7485428977370525e-05,0.012517220638955454,19.193098196107883,772698160.7325716,1080414.7510574628,4697.074492454529,1.3247570510196875e-06,0.0009483482688406454,332.7983423597255,771230243.0594964,2548332.4241327047,1.2839956283569336,0.0019010519766024005,1.3608980979563632,0.09097399187531797,772553997.5038856,1224577.9797434807,19.697752952575684,0.00018789571713728108,0.13450811824896938,1.3956303101769547,772685673.3945249,1092902.0891041756,259.2010142803192,1.7485429016622432e-05,0.012517220667054551,18.364977610855902,772698160.7325578,1080414.751071334,7165.547525405884,1.3247570689711992e-06,0.0009483482816915186,507.6952350629548
MCQN_K800_I80_T100_alpr1_cs2_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.2_seed1000_data.dat,1000,0,142977.52785137048,46.70710062980652,7524,1066,100.0,100.00265864410193,0.09380863039399621,14.959469532729383,7.313053212032088e-08,0.6299233070065997,144195.4878075773,1217.9599562068179,123386.49057588138,20808.997231695917,2.1424524784088135,0.13702179335380998,16.085124289720415,0.04586995230959787,141539.01223160734,2656.475575969958,43.79449248313904,0.010061130874066595,1.1810861370543042,0.9376409987476556,142923.31218247116,1272.1756251061574,609.287082195282,0.00037919014067510254,0.04451350688752313,13.044849155258001,123386.49057588095,20808.997231696354,2.1933250427246094,0.13702179335381304,16.085124289720774,0.046959134974114004,141539.012231603,2656.4755759742984,43.366798877716064,0.010061130874096953,1.181086137057868,0.9284840697228204,142923.31217668453,1272.1756308927725,4000.400925397873,0.0003791901811473019,0.04451351163859479,85.64866736440035
