file,seed,result,objective,time,steps,intervals,T,mean_tau,max_tau,min_tau,std_tau,buffer_cost,real_objective,cplex_1_objective,cplex_1_real_objective,cplex_1_time,cplex_1_relative_objective,cplex_1_real_relative_objective,cplex_1_relative_time,cplex_10_objective,cplex_10_real_objective,cplex_10_time,cplex_10_relative_objective,cplex_10_real_relative_objective,cplex_10_relative_time,cplex_100_objective,cplex_100_real_objective,cplex_100_time,cplex_100_relative_objective,cplex_100_real_relative_objective,cplex_100_relative_time,cplex_1000_objective,cplex_1000_real_objective,cplex_1000_time,cplex_1000_relative_objective,cplex_1000_real_relative_objective,cplex_1000_relative_time
MCQN_K100_I10_T100_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1000_data.dat,1000,0,8848.899999087773,0.48325610160827637,248,127,100.0,0.7874015748031497,88.29308285188714,9.908325052388268e-06,7.801951104390507,8871.945715091837,-23.04571600406416,7524.612576505485,-1347.333138586352,0.04676651954650879,0.14965559817816992,-57.46349657128236,0.09677377976371081,8735.944405012806,-136.0013100790311,0.2650113105773926,0.012764930566128157,-4.901370565143083,0.5483868898818554,8843.45303815807,-28.492676933767143,2.681291103363037,0.000615552320657314,-0.23635459747670234,5.548385409805898,8848.779850907791,-23.16586418404586,32.17548942565918,1.3577753166391695e-05,-0.00521347134367659,66.58061702393233
MCQN_K100_I10_T100_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1001_data.dat,1001,0,7466.0668288644265,0.4364893436431885,244,141,100.0,0.7092198581560284,87.77001721192347,3.665200595998659e-05,7.364029396936393,7485.416133928261,-19.349305063834436,6395.551766227253,-1089.8643677010077,0.04676699638366699,0.14338407185138957,-55.32576281708746,0.1071435009004413,7376.209055074711,-109.20707885355023,0.31177806854248047,0.01203549015156391,-4.643979382891013,0.7142856362544919,7461.923676591225,-23.492457337036285,2.6657021045684814,0.000554931045779564,-0.21412408660328416,6.107141316026216,7465.972425868306,-19.443708059954588,33.26404595375061,1.264427419202605e-05,-0.004878883030099091,76.20815132875858
MCQN_K100_I10_T100_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1002_data.dat,1002,0,9812.908598050555,0.35854458808898926,207,127,100.0,0.7874015748031497,73.12015708689503,6.31327209005445e-05,6.501830176436456,9848.917376064732,-36.00877801417664,8488.696849226015,-1360.220526838717,0.031177759170532227,0.13494589658030748,-36.7746927791662,0.08695643500493734,9711.134793830328,-137.7825822344039,0.31177806854248047,0.010371420787557907,-2.8263609551026403,0.8695656799736675,9808.659015430181,-40.25836063455063,2.6968796253204346,0.0004330604507228583,-0.11801518559449382,7.521741269878212,9812.83999447936,-36.07738158537177,34.23322010040283,6.991155630325055e-06,-0.0019051902057914067,95.4782786789862
MCQN_K100_I10_T100_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1003_data.dat,1003,0,8376.446560912955,0.45207810401916504,241,130,100.0,0.7692307692307693,86.51301682794235,1.8574701675691483e-05,7.559353872296365,8397.403439504467,-20.956878591512577,7059.210664565146,-1338.1927749393217,0.031177759170532227,0.15725473645285723,-62.854584502927004,0.06896542631317198,8263.111298647176,-134.2921408572911,0.2961890697479248,0.01353023163719987,-5.40802208548742,0.6551723410505376,8371.709869628134,-25.69356987633364,2.9618911743164062,0.0005654774074395584,-0.22602083913104298,6.551724465272581,8376.3179964863,-21.085443018168007,34.70109987258911,1.5348325297668667e-05,-0.006134712576304082,76.75908115009706
MCQN_K100_I10_T100_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1004_data.dat,1004,0,8722.941255724041,0.5612003803253174,289,149,100.0,0.6711409395973155,77.01410750043428,6.499170012034157e-06,6.314490529880289,8747.238096265135,-24.296840541093843,7494.7727808804775,-1252.4653153846575,0.031177997589111328,0.14079751758475192,-50.548484802636466,0.05555590958623019,8619.109381814524,-128.12871445061137,0.28060007095336914,0.011903310003536076,-4.273472253888489,0.49999978758159525,8718.571284472393,-28.66681179274201,2.681290626525879,0.0005009745134739465,-0.1798575927704315,4.777777636165508,8722.852709712995,-24.385386552139607,32.78279185295105,1.0150935154774767e-05,-0.0036443426006770004,58.415484027198055
MCQN_K100_I10_T100_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1005_data.dat,1005,0,8459.513045795014,0.35854458808898926,194,133,100.0,0.7518796992481201,85.54512173119711,4.137149384282771e-05,7.390528259258774,8482.739565738619,-23.226519943604217,7189.5016444238445,-1293.2379213147742,0.04676675796508789,0.1501281923080025,-54.679366709040174,0.13043498498847952,8352.577706672388,-130.16185906623105,0.2961890697479248,0.012640838609000239,-4.604018999930859,0.8260871299901253,8454.429475175762,-28.310090562856203,2.837179660797119,0.0006009294615106583,-0.21886923360000932,7.913045559881504,8459.3879977809,-23.351567957719453,39.66062808036804,1.4781939981450164e-05,-0.0053838463281999545,110.61560932143938
MCQN_K100_I10_T100_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1006_data.dat,1006,0,7524.017653851983,0.4364891052246094,227,131,100.0,0.7633587786259541,89.53692260661258,4.414320800599712e-05,7.790520229929523,7540.216047784132,-16.198393932148974,6459.41237193685,-1080.8036758472817,0.04676651954650879,0.141494256246209,-65.72289119368861,0.10714246698653243,7432.135680199408,-108.08036758472372,0.28060030937194824,0.012211823241208772,-5.672289119368585,0.6428575330134676,7519.507408894591,-20.708638889540453,2.7436466217041016,0.0005994463549779713,-0.27843778687465975,6.285716158464644,7523.876708324561,-16.33933945957051,34.99742388725281,1.8732748101591426e-05,-0.008701203836128551,80.17937554075667
MCQN_K100_I10_T100_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1007_data.dat,1007,0,8564.370701708123,0.4676671028137207,252,128,100.0,0.78125,81.55082766754272,5.656144713408497e-05,7.195643365263011,8593.66471480438,-29.294013096256094,7347.989158591423,-1245.6755562129565,0.04676675796508789,0.1420281285668892,-41.52321292135147,0.1000001019608083,8464.729175686,-128.9355391183799,0.2650113105773926,0.011634424698857415,-3.4014296946859233,0.5666665647058584,8559.710415139147,-33.95429966523261,2.63452410697937,0.0005441481611774516,-0.15908665547678486,5.633332109803634,8564.257112264599,-29.407602539780783,33.39103579521179,1.3263022757998246e-05,-0.0038775651240220647,71.39915464293834
MCQN_K100_I10_T100_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1008_data.dat,1008,0,8054.666686645873,0.576789140701294,308,145,100.0,0.689655172413793,87.87885766857381,1.8154432300425213e-05,7.272145598289232,8071.868978942159,-17.202292296286032,7043.896352613552,-1027.9726263286066,0.04676675796508789,0.12548878474488756,-58.757886252784196,0.08108120397035584,7968.6717082985815,-103.19727064357721,0.2650115489959717,0.010676416752274232,-4.999041805949168,0.45946001804707204,8049.798709918929,-22.07026902323014,2.806001901626587,0.0006043672465075314,-0.2829841885662588,4.864866037898851,8054.531244665541,-17.337734276617994,31.89382004737854,1.681534265800418e-05,-0.007873484417027572,55.295458594453024
MCQN_K100_I10_T100_alpr1_cs1_ar0.05_sr0.95_nz0.5_gmr0_ccs0_hr0.1_seed1009_data.dat,1009,0,8840.67366769096,0.7638561725616455,371,145,100.0,0.6896551724137931,87.4705900284468,4.271267274918517e-06,7.2414146027919415,8864.933474281646,-24.259806590685912,7532.167602602189,-1332.7658716794576,0.031177759170532227,0.14800976874317,-53.93720103239189,0.040816269201537525,8731.181511466504,-133.75196281514218,0.2961888313293457,0.012385046698941646,-4.513315298502572,0.3877547134770877,8834.883888163693,-30.049586117953368,2.759235382080078,0.0006549025272165319,-0.23865728300943384,3.6122446622729876,8840.508351932982,-24.425122348664445,34.06246471405029,1.869945257482971e-05,-0.006814388950734783,44.592772746496784
